,algoritmo,h,season,identificador.do.pixel,tempo.de.execu√.√.o..segundos.,slope,acerto_ausencia,erro_detec,erro_n_detec,acerto_pastagem_soja,acerto_soja_sojamilho,acerto_soja_seringa,acerto_floresta_pastagem,"dat_mean[, 6]"
30,bfast_luis_wavelet_java.r,0.0290975765306122,none,floresta_TAN_Pixel_3x3_23302_5,1.91361522674561,-0.000311883714758002,1,0,0,0,0,0,0,2000049
31,bfast_luis_wavelet_java.r,0.0581951530612245,harmonic,soja_milho_TAN_Pixel_3x3_9173_5,1.32328820228577,-0.000567441509125765,0,1,2,0,0,0,0,2006241
32,bfast_luis_wavelet_java.r,0.0581951530612245,harmonic,floresta_TAN_Pixel_3x3_10902_5,1.55001163482666,0.00118151422212747,1,0,0,0,0,0,0,2000049
33,bfast_luis_wavelet_java.r,0.0581951530612245,harmonic,floresta_TAN_Pixel_3x3_14204_5,0.758282899856567,-0.000376232325403982,1,0,0,0,0,0,0,2000049
34,bfast_luis_wavelet_java.r,0.0581951530612245,harmonic,floresta_TAN_Pixel_3x3_1686_5,0.741533517837524,-0.00064449294944896,1,0,0,0,0,0,0,2000049
35,bfast_luis_wavelet_java.r,0.0581951530612245,harmonic,floresta_TAN_Pixel_3x3_17922_5,0.75238299369812,8.45855844569185e-05,1,0,0,0,0,0,0,2000049
36,bfast_luis_wavelet_java.r,0.0581951530612245,harmonic,floresta_TAN_Pixel_3x3_19578_5,0.673509120941162,-0.000271428683723623,1,0,0,0,0,0,0,2000049
37,bfast_luis_wavelet_java.r,0.0581951530612245,harmonic,floresta_TAN_Pixel_3x3_19613_5,0.725825786590576,-0.000127043861149406,1,0,0,0,0,0,0,2000049
38,bfast_luis_wavelet_java.r,0.0581951530612245,harmonic,floresta_TAN_Pixel_3x3_22467_5,0.776916980743408,0.000672177309311021,1,0,0,0,0,0,0,2000049
39,bfast_luis_wavelet_java.r,0.0581951530612245,harmonic,floresta_TAN_Pixel_3x3_2271_5,0.858549118041992,-8.27124977184172e-05,1,0,0,0,0,0,0,2000049
40,bfast_luis_wavelet_java.r,0.0581951530612245,harmonic,floresta_TAN_Pixel_3x3_23302_5,0.782001972198486,-0.000311883714758002,1,0,0,0,0,0,0,2000049
41,bfast_luis_wavelet_java.r,0.0581951530612245,dummy,soja_milho_TAN_Pixel_3x3_9173_5,1.30158543586731,-0.000567441509125765,0,1,2,0,0,0,0,2006241
42,bfast_luis_wavelet_java.r,0.0581951530612245,dummy,floresta_TAN_Pixel_3x3_10902_5,1.79744601249695,0.00118151422212747,1,0,0,0,0,0,0,2000049
43,bfast_luis_wavelet_java.r,0.0581951530612245,dummy,floresta_TAN_Pixel_3x3_14204_5,0.919032573699951,-0.000376232325403982,1,0,0,0,0,0,0,2000049
44,bfast_luis_wavelet_java.r,0.0581951530612245,dummy,floresta_TAN_Pixel_3x3_1686_5,0.836258888244629,-0.00064449294944896,1,0,0,0,0,0,0,2000049
45,bfast_luis_wavelet_java.r,0.0581951530612245,dummy,floresta_TAN_Pixel_3x3_17922_5,0.715017080307007,8.45855844569185e-05,1,0,0,0,0,0,0,2000049
46,bfast_luis_wavelet_java.r,0.0581951530612245,dummy,floresta_TAN_Pixel_3x3_19578_5,0.715245962142944,-0.000271428683723623,1,0,0,0,0,0,0,2000049
47,bfast_luis_wavelet_java.r,0.0581951530612245,dummy,floresta_TAN_Pixel_3x3_19613_5,0.7015221118927,-0.000127043861149406,1,0,0,0,0,0,0,2000049
48,bfast_luis_wavelet_java.r,0.0581951530612245,dummy,floresta_TAN_Pixel_3x3_22467_5,0.693313598632812,0.000672177309311021,1,0,0,0,0,0,0,2000049
49,bfast_luis_wavelet_java.r,0.0581951530612245,dummy,floresta_TAN_Pixel_3x3_2271_5,0.69266414642334,-8.27124977184172e-05,1,0,0,0,0,0,0,2000049
50,bfast_luis_wavelet_java.r,0.0581951530612245,dummy,floresta_TAN_Pixel_3x3_23302_5,0.702065467834473,-0.000311883714758002,1,0,0,0,0,0,0,2000049
51,bfast_luis_wavelet_java.r,0.0581951530612245,none,soja_milho_TAN_Pixel_3x3_9173_5,1.2973780632019,-0.000567441509125765,0,1,2,0,0,0,0,2006241
52,bfast_luis_wavelet_java.r,0.0581951530612245,none,floresta_TAN_Pixel_3x3_10902_5,1.60091471672058,0.00118151422212747,1,0,0,0,0,0,0,2000049
53,bfast_luis_wavelet_java.r,0.0581951530612245,none,floresta_TAN_Pixel_3x3_14204_5,0.604182958602905,-0.000376232325403982,1,0,0,0,0,0,0,2000049
54,bfast_luis_wavelet_java.r,0.0581951530612245,none,floresta_TAN_Pixel_3x3_1686_5,0.680612325668335,-0.00064449294944896,1,0,0,0,0,0,0,2000049
55,bfast_luis_wavelet_java.r,0.0581951530612245,none,floresta_TAN_Pixel_3x3_17922_5,0.705621242523193,8.45855844569185e-05,1,0,0,0,0,0,0,2000049
56,bfast_luis_wavelet_java.r,0.0581951530612245,none,floresta_TAN_Pixel_3x3_19578_5,0.703274488449097,-0.000271428683723623,1,0,0,0,0,0,0,2000049
57,bfast_luis_wavelet_java.r,0.0581951530612245,none,floresta_TAN_Pixel_3x3_19613_5,0.69255256652832,-0.000127043861149406,1,0,0,0,0,0,0,2000049
